,Rango,ciudad,areas,cuartos,baño,area de parqueo,monto de renta,seguro,Total
2197,2197,1,43,1,1,0,2000,26,2494
2198,2198,1,123,2,1,0,2850,37,5132
2199,2199,1,750,4,7,7,15000,226,18310
2200,2200,1,180,2,2,0,2850,37,2887
2201,2201,1,33,1,1,0,1300,17,1688
2202,2202,1,75,3,1,1,2450,37,2487
2203,2203,1,64,1,1,1,3700,47,4455
2204,2204,1,500,4,6,3,7300,110,16410
2205,2205,1,440,3,4,2,12750,162,18850
2206,2206,1,220,2,4,3,12960,165,15960
2207,2207,1,44,1,1,1,2000,26,2727
2208,2208,1,530,5,6,4,15000,191,28490
2209,2209,1,103,2,3,2,9000,115,16620
2210,2210,1,22,1,1,0,2200,28,2755
2211,2211,1,400,3,4,4,12000,181,13850
2212,2212,1,56,1,1,0,1300,17,1744
2213,2213,1,39,1,1,0,2100,27,2551
2214,2214,1,220,4,4,0,9500,121,15370
2215,2215,1,35,1,1,1,1249,8,1317
2216,2216,1,80,2,2,5,3000,46,3105
2217,2217,1,192,3,3,3,6500,83,9003
2218,2218,1,33,1,1,0,1350,18,1568
2219,2219,1,47,3,1,1,1500,20,1820
2220,2220,0,83,2,1,8,4550,69,5024
2221,2221,0,400,4,6,3,8000,121,10330
2222,2222,1,350,5,6,6,15000,191,22610
2223,2223,1,40,1,1,0,950,13,1287
2224,2224,1,100,2,1,0,1659,22,2481
2225,2225,1,363,3,5,4,3072,39,8263
2226,2226,1,235,3,2,1,6000,91,6916
2227,2227,1,147,4,2,0,2800,36,4244
2228,2228,1,298,4,5,5,3200,41,8690
2229,2229,1,145,3,3,2,5500,70,6970
2230,2230,1,268,4,4,0,6791,87,12780
2231,2231,0,73,3,2,2,2000,26,2992
2232,2232,1,49,1,1,0,4100,52,4684
2233,2233,1,103,3,3,0,6000,77,7927
2234,2234,1,180,3,3,3,2400,37,2437
2235,2235,1,120,3,1,1,2625,26,2651
2236,2236,1,180,2,3,3,7600,54,11980
2237,2237,1,66,1,1,2,2800,36,3836
2238,2238,1,45,2,1,1,1950,25,2452
2239,2239,1,53,2,1,1,1890,24,2570
2240,2240,1,50,1,1,0,900,14,932
2241,2241,1,67,1,1,1,2600,33,3625
2242,2242,1,42,1,1,0,1150,15,1592
2243,2243,1,90,3,2,2,3100,40,3815
2244,2244,1,174,3,4,3,13500,172,16690
2245,2245,1,240,4,3,3,15000,191,21980
2246,2246,1,255,3,4,2,6000,77,9177
2247,2247,1,82,2,1,1,3400,44,4304
2248,2248,0,139,3,5,3,6700,85,8107
2249,2249,1,110,1,3,2,8000,102,10020
2250,2250,0,75,3,2,1,1200,16,1751
2251,2251,1,84,3,1,1,2350,30,3188
2252,2252,1,160,4,3,2,3800,58,4108
2253,2253,0,176,3,5,3,5200,66,7058
2254,2254,1,170,3,3,2,4500,58,6561
2255,2255,1,24,1,1,0,1500,20,1850
2256,2256,1,70,2,1,0,1700,26,1981
2257,2257,1,107,2,2,1,2600,33,3033
2258,2258,1,113,3,2,1,3000,39,4089
2259,2259,1,138,3,3,2,2700,41,2882
2260,2260,1,124,3,2,3,6600,84,8434
2261,2261,0,291,4,3,2,3300,50,3558
2262,2262,1,117,2,3,3,9000,115,11180
2263,2263,1,450,4,5,4,6550,99,7735
2264,2264,1,530,4,6,4,2569,33,9329
2265,2265,1,180,3,3,2,4000,51,5760
2266,2266,0,87,3,1,1,1200,16,2010
2267,2267,1,96,2,2,2,9000,115,10320
2268,2268,1,120,3,4,1,3433,10,5308
2269,2269,1,63,2,2,1,2800,36,3438
2270,2270,1,126,2,3,1,10000,127,12440
2271,2271,1,140,3,3,1,6000,77,7980
2272,2272,1,100,2,3,2,5500,70,7368
2273,2273,0,94,2,2,2,4000,51,5106
2274,2274,1,174,3,4,3,10400,132,13850
2275,2275,1,100,3,2,2,3570,54,4237
2276,2276,1,69,2,2,2,1900,25,2988
2277,2277,1,29,1,1,0,2300,30,2653
2278,2278,1,180,3,3,1,3100,22,5622
2279,2279,1,300,2,3,2,4900,74,5266
2280,2280,0,110,3,3,2,3200,49,3897
2281,2281,1,230,4,3,3,7900,101,10500
2282,2282,1,94,2,1,0,1200,16,1416
2283,2283,1,136,3,3,3,7900,101,9941
2284,2284,1,65,3,2,1,1960,25,2632
2285,2285,1,98,3,2,0,1628,21,2290
2286,2286,0,560,7,7,8,9000,136,10050
2287,2287,1,136,3,2,1,6500,47,8114
2288,2288,1,80,2,1,0,1200,16,1216
2289,2289,1,110,3,3,1,3000,39,4605
2290,2290,1,48,1,1,1,2000,8,2423
2291,2291,1,450,5,4,3,12000,181,13380
2292,2292,1,250,4,5,4,15000,191,19090
2293,2293,1,500,4,5,4,12750,192,15030
2294,2294,0,89,3,2,1,1800,23,2753
2295,2295,1,400,5,3,6,13950,210,16040
2296,2296,1,90,3,2,2,2730,35,4899
2297,2297,1,47,2,2,2,2611,34,3189
2298,2298,1,40,1,1,1,2990,38,5277
2299,2299,0,175,3,2,0,2000,31,2031
2300,2300,1,80,2,2,2,2450,32,3582
2301,2301,0,63,2,1,1,1300,17,1825
2302,2302,1,40,1,1,0,1105,14,1699
2303,2303,1,35,1,1,0,1305,17,1572
2304,2304,1,390,3,3,2,7680,116,8396
2305,2305,1,40,1,1,0,1300,17,1917
2306,2306,1,135,3,3,2,2690,35,4032
2307,2307,1,37,1,1,0,2900,37,3352
2308,2308,1,60,2,2,1,4000,51,4601
2309,2309,1,380,4,2,4,4600,70,5370
2310,2310,0,55,1,1,1,1100,14,1404
2311,2311,1,140,3,3,2,4900,74,4999
2312,2312,1,171,3,2,1,2500,32,4032
2313,2313,1,45,1,1,1,2860,13,3961
2314,2314,1,300,3,2,4,2700,41,2991
2315,2315,0,430,4,5,5,13000,196,13670
2316,2316,1,217,3,4,3,6500,83,9467
2317,2317,1,58,2,1,1,2493,9,3218
2318,2318,1,45,2,1,0,1270,17,1387
2319,2319,1,55,2,1,1,1990,26,2731
2320,2320,1,200,2,2,6,4500,68,4860
2321,2321,1,59,2,2,1,2880,13,4233
2322,2322,1,38,1,1,1,2000,26,2706
2323,2323,1,65,2,2,1,1300,17,1930
2324,2324,1,170,3,2,1,5500,70,7685
2325,2325,0,470,4,4,4,11000,140,16020
2326,2326,1,340,4,5,5,10000,127,17380
2327,2327,0,60,1,1,0,1300,17,1642
2328,2328,1,40,2,1,0,2500,32,3187
2329,2329,1,160,3,3,2,4680,71,4963
2330,2330,1,20,1,1,0,1800,23,2555
2331,2331,1,45,1,1,0,3400,44,3938
2332,2332,1,52,2,1,0,1340,17,1357
2333,2333,0,276,3,4,3,7000,89,10270
2334,2334,1,30,1,1,0,850,13,930
2335,2335,1,51,2,1,1,3350,43,3941
2336,2336,1,230,4,6,4,3500,45,9053
2337,2337,1,50,1,1,1,2300,30,2984
2338,2338,1,380,4,6,4,4900,63,9726
2339,2339,1,120,3,1,4,3500,53,3813
2340,2340,1,300,4,3,2,15000,226,16270
2341,2341,1,198,3,2,2,3250,42,5026
2342,2342,1,98,2,2,0,4500,58,5158
2343,2343,0,50,1,1,0,650,9,957
2344,2344,1,62,2,2,1,3600,46,4646
2345,2345,1,50,2,2,1,3115,9,4741
2346,2346,1,190,3,2,1,4500,68,4652
2347,2347,1,80,3,3,0,2800,36,4016
2348,2348,1,235,4,4,4,14900,189,19840
2349,2349,1,305,3,3,3,5500,70,10840
2350,2350,1,42,1,1,0,1650,21,3145
2351,2351,1,120,2,2,2,2690,41,2957
2352,2352,1,80,3,3,2,5000,76,5118
2353,2353,1,300,4,3,3,12000,153,16180
2354,2354,1,106,3,2,2,6900,88,8663
2355,2355,1,54,1,1,1,4300,55,5260
2356,2356,1,120,2,3,0,7000,106,7556
2357,2357,1,78,3,3,2,2800,36,3592
2358,2358,1,70,2,1,0,3200,41,3741
2359,2359,1,65,3,2,1,1840,24,2511
2360,2360,1,40,1,1,0,1450,19,1798
2361,2361,1,277,2,3,4,13000,165,20010
2362,2362,1,50,2,1,1,3700,47,4786
2363,2363,1,284,3,2,2,6600,84,9568
2364,2364,1,34,1,1,0,2600,33,3077
2365,2365,1,42,1,1,1,3600,46,4371
2366,2366,1,260,3,4,2,7609,115,8600
2367,2367,0,440,4,4,4,4000,61,4478
2368,2368,1,150,3,2,0,1700,22,2647
2369,2369,1,198,4,4,3,4092,52,7206
2370,2370,0,55,1,1,1,1100,14,1194
2371,2371,0,43,1,1,1,1900,25,2717
2372,2372,1,90,2,2,2,4800,61,5931
2373,2373,1,600,5,7,5,5200,79,5434
2374,2374,1,311,4,4,4,15000,191,17290
2375,2375,1,57,2,1,1,3500,45,4220
2376,2376,1,92,3,2,2,2200,34,2582
2377,2377,1,125,3,3,2,2999,38,4902
2378,2378,1,200,4,2,2,6000,91,6341
2379,2379,1,129,3,2,2,2250,29,3315
2380,2380,1,210,3,4,4,12000,153,16660
2381,2381,1,310,3,3,2,10400,157,10560
2382,2382,1,260,4,4,4,4500,68,4568
2383,2383,1,500,3,3,7,5500,83,5667
2384,2384,1,56,2,2,1,3500,45,4145
2385,2385,1,100,3,2,2,3500,45,5924
2386,2386,1,140,2,3,2,6750,86,8901
2387,2387,1,168,3,4,2,5500,70,7435
2388,2388,1,146,3,3,3,7000,89,9186
2389,2389,0,100,2,2,2,3300,42,4497
2390,2390,1,61,2,1,1,1220,16,1845
2391,2391,1,90,2,1,1,1600,21,2505
2392,2392,1,40,1,1,1,2800,36,3376
2393,2393,1,218,4,4,2,5500,70,8512
2394,2394,1,42,1,1,1,3000,39,3604
2395,2395,1,75,3,3,0,2660,34,3354
2396,2396,1,54,2,2,1,1750,23,2476
2397,2397,0,75,3,1,1,1093,14,1646
2398,2398,1,114,2,2,2,4998,64,6262
2399,2399,1,36,1,1,0,2680,34,3184
2400,2400,1,105,3,2,2,6500,83,8178
2401,2401,0,55,1,1,1,720,10,1360
2402,2402,0,75,2,1,1,1100,14,1864
2403,2403,1,125,3,2,2,1800,28,1833
2404,2404,1,111,2,2,2,7750,99,9921
2405,2405,1,250,3,3,3,5850,75,8725
2406,2406,1,60,2,1,0,1524,5,1979
2407,2407,1,33,1,1,1,1684,7,2449
2408,2408,1,100,3,2,1,1800,23,2871
2409,2409,1,200,3,4,2,3250,49,3591
2410,2410,0,144,3,2,3,4000,61,5089
2411,2411,0,44,2,1,1,1800,23,2167
2412,2412,1,174,3,3,2,4300,39,4542
2413,2413,1,16,1,1,0,2700,35,2740
2414,2414,0,92,3,3,2,1700,22,2669
2415,2415,1,195,4,6,3,8000,102,10250
2416,2416,1,45,1,1,1,5520,70,8590
2417,2417,1,48,2,2,1,1900,29,2009
2418,2418,1,140,2,1,2,5000,76,5660
2419,2419,1,67,1,1,0,1300,20,1375
2420,2420,1,250,3,2,8,10000,151,10150
2421,2421,1,717,5,5,8,2500,32,11860
2422,2422,1,178,3,2,1,1900,25,3305
2423,2423,1,220,4,5,3,7800,99,11900
2424,2424,1,300,3,6,6,5000,76,6076
2425,2425,1,120,3,2,2,3800,58,3858
2426,2426,0,200,5,2,4,3200,49,3518
2427,2427,1,100,2,1,1,3800,49,5483
2428,2428,1,190,3,3,2,4000,51,7418
2429,2429,1,55,2,1,2,1060,14,1996
2430,2430,1,55,2,1,1,1621,21,2467
2431,2431,1,135,2,3,3,4200,54,6313
2432,2432,0,80,3,2,2,2500,32,3267
2433,2433,0,74,2,2,2,4920,63,5483
2434,2434,1,30,1,1,1,3500,45,4326
2435,2435,1,136,3,2,1,3500,45,5575
2436,2436,1,90,3,2,1,3190,41,5042
2437,2437,1,55,1,1,1,1600,21,2058
2438,2438,1,75,2,1,0,1500,23,1848
2439,2439,1,100,2,2,1,4800,73,5194
2440,2440,1,20,1,1,0,1700,22,2196
2441,2441,1,100,3,1,0,1617,7,2524
2442,2442,1,144,2,4,6,2196,34,2455
2443,2443,1,120,2,3,2,9920,126,10050
2444,2444,1,39,1,1,0,2000,26,2326
2445,2445,1,90,2,2,0,1800,23,2378
2446,2446,1,287,4,4,3,15000,226,16070
2447,2447,1,53,2,2,1,1500,20,2049
2448,2448,1,30,1,1,1,4600,59,6359
2449,2449,1,150,3,2,1,6000,77,7961
2450,2450,1,41,2,1,0,1200,16,1486
2451,2451,1,115,2,1,1,1750,27,1911
2452,2452,1,30,1,1,0,820,13,883
2453,2453,0,84,2,2,1,1854,24,2498
2454,2454,1,162,3,2,2,8000,102,9394
2455,2455,1,40,1,1,1,1430,19,2031
2456,2456,1,500,4,4,8,15000,191,25390
2457,2457,1,370,7,6,8,10000,151,12030
2458,2458,1,85,1,2,0,2388,10,2973
2459,2459,1,100,2,2,1,3500,53,3678
2460,2460,1,160,4,2,3,3450,52,3780
2461,2461,1,85,1,2,1,2431,18,3295
2462,2462,1,52,1,1,1,2000,26,2585
2463,2463,1,40,1,1,1,900,14,914
2464,2464,0,55,1,1,1,750,10,1570
2465,2465,1,320,3,6,2,4900,63,7897
2466,2466,1,72,2,2,1,2100,27,3034
2467,2467,1,90,2,1,1,3000,39,4089
2468,2468,1,200,3,4,1,1260,16,3426
2469,2469,1,72,1,2,1,4600,59,5459
2470,2470,1,110,3,2,2,5550,71,6956
2471,2471,1,49,1,1,1,1800,23,2274
2472,2472,1,26,1,1,0,2060,27,2087
2473,2473,1,540,4,5,5,5100,65,10820
2474,2474,1,150,2,1,0,1250,19,1324
2475,2475,1,65,2,2,1,3800,50,4813
2476,2476,1,42,1,1,1,1900,25,3427
2477,2477,1,164,3,3,1,6300,80,8886
2478,2478,0,50,2,1,1,950,13,1243
2479,2479,1,60,1,1,1,5440,69,8143
2480,2480,0,143,3,3,2,3300,42,5192
2481,2481,1,214,3,3,3,4750,61,8044
2482,2482,1,70,2,1,1,3000,39,7439
2483,2483,1,53,1,1,0,1480,19,1979
2484,2484,1,250,3,3,6,4250,64,4833
2485,2485,1,250,3,2,4,6000,91,6966
2486,2486,1,83,3,1,1,2500,32,3679
2487,2487,1,120,3,3,1,4575,58,6079
2488,2488,1,64,1,2,1,3700,47,4782
2489,2489,0,55,1,1,1,2230,29,2859
2490,2490,1,50,1,1,0,840,13,887
2491,2491,1,200,4,4,3,6141,78,10020
2492,2492,1,100,2,1,2,3000,46,3218
2493,2493,1,100,2,3,3,7650,97,9197
2494,2494,1,37,1,1,1,3000,39,3664
2495,2495,1,69,2,2,1,4000,51,4859
2496,2496,1,275,4,3,3,5950,76,10570
2497,2497,1,50,1,1,1,2180,28,2958
2498,2498,0,46,2,1,1,970,13,1275
2499,2499,1,455,3,2,4,11000,166,13000
2500,2500,1,285,4,4,3,4500,58,6017
2501,2501,1,36,1,1,0,2680,34,3184
2502,2502,1,62,2,2,2,1720,22,2582
2503,2503,1,47,1,1,1,2800,12,3327
2504,2504,0,44,2,1,1,1020,13,1225
2505,2505,0,43,1,1,1,2000,26,3252
2506,2506,1,130,3,2,2,3400,52,3751
2507,2507,1,600,5,8,0,6900,104,8471
2508,2508,1,84,3,3,2,8700,111,10490
2509,2509,1,215,3,4,2,7000,89,9339
2510,2510,1,230,4,5,4,12500,159,16820
2511,2511,1,90,2,1,1,1450,22,1506
2512,2512,1,114,3,3,2,2400,31,3581
2513,2513,1,170,2,3,3,5950,76,8943
2514,2514,1,86,3,1,1,2200,28,3344
2515,2515,1,350,3,4,4,3500,53,3878
2516,2516,1,325,4,5,4,15000,191,22350
2517,2517,1,200,4,4,3,5000,64,8764
2518,2518,1,364,4,5,4,5500,70,11010
2519,2519,1,100,2,1,0,1800,28,2103
2520,2520,0,33,1,1,0,600,8,908
2521,2521,1,70,2,1,1,2100,32,2192
2522,2522,1,30,1,1,1,2300,30,3074
2523,2523,1,285,4,4,4,8000,102,12600
2524,2524,1,52,2,1,1,2264,29,2927
2525,2525,1,400,4,3,2,3390,43,3833
2526,2526,1,102,3,2,2,2000,26,3610
2527,2527,1,50,1,1,0,1300,20,1420
2528,2528,1,28,1,1,1,3076,39,3732
2529,2529,1,58,1,1,1,2800,36,4670
2530,2530,1,32,1,1,0,1600,21,1971
2531,2531,1,52,2,1,1,2400,31,2959
2532,2532,1,210,5,4,1,15000,226,16890
2533,2533,0,244,5,7,4,8000,102,10200
2534,2534,1,170,3,4,2,4600,59,6868
2535,2535,1,163,3,3,4,9000,115,12850
2536,2536,1,107,2,1,0,4950,63,5548
2537,2537,1,90,3,2,2,2800,36,4020
2538,2538,1,120,3,4,0,3200,41,3717
2539,2539,1,264,4,4,4,14450,184,19630
2540,2540,0,47,1,1,1,2700,35,3445
2541,2541,1,278,4,4,1,6000,77,8742
2542,2542,0,56,2,1,1,1050,14,1508
2543,2543,1,22,1,1,0,2100,27,2552
2544,2544,1,49,1,1,0,3000,39,3389
2545,2545,1,150,3,4,1,4250,64,4805
2546,2546,1,30,1,1,0,920,12,1272
2547,2547,1,200,3,2,2,4700,71,4955
2548,2548,0,93,3,2,2,2300,30,3980
2549,2549,1,73,2,2,1,1350,18,2218
2550,2550,1,130,3,2,1,5500,70,7420
2551,2551,1,280,3,2,0,3000,39,5756
2552,2552,1,37,1,1,1,2734,11,3255
2553,2553,1,330,4,3,0,10000,127,15610
2554,2554,1,85,2,2,0,1700,26,1726
2555,2555,1,49,2,1,1,1700,22,2043
2556,2556,1,44,2,1,1,1481,5,1880
2557,2557,0,89,3,1,1,2050,26,3046
2558,2558,1,52,1,1,1,5000,64,6566
2559,2559,1,70,2,2,2,2748,35,4141
2560,2560,1,78,2,2,1,1680,22,2351
2561,2561,1,240,7,3,4,6000,91,6925
2562,2562,1,140,3,2,2,4700,60,7146
2563,2563,1,300,4,6,4,12000,153,17440
2564,2564,1,119,3,2,2,2860,43,3110
2565,2565,1,195,4,2,3,2500,32,4314
2566,2566,1,95,2,2,0,1550,20,2273
2567,2567,1,51,1,1,0,4950,63,6038
2568,2568,1,680,4,5,8,10000,151,10370
2569,2569,1,82,3,2,2,2100,27,3294
2570,2570,1,198,3,3,1,10000,127,13690
2571,2571,1,75,2,3,2,6000,77,8119
2572,2572,1,320,4,3,4,5200,66,8558
2573,2573,1,200,3,3,2,4000,51,7821
2574,2574,1,67,2,2,1,1350,18,2402
2575,2575,1,220,4,2,1,6000,77,7434
2576,2576,0,284,4,3,3,6000,77,8900
2577,2577,1,80,3,1,1,2250,29,3143
2578,2578,1,170,3,3,3,4200,64,4503
2579,2579,1,145,3,3,0,3738,48,6087
2580,2580,1,64,2,2,2,4500,58,6298
2581,2581,1,390,4,4,4,8000,121,9426
2582,2582,0,50,1,1,1,1600,21,2352
2583,2583,1,64,2,2,1,6950,89,8497
2584,2584,1,40,1,1,0,850,11,1082
2585,2585,1,65,2,2,1,1850,28,1998
2586,2586,0,78,2,1,0,800,11,1184
2587,2587,1,42,1,1,1,2100,27,2564
2588,2588,1,50,1,1,1,1750,27,1777
2589,2589,1,49,2,1,1,1800,23,2388
2590,2590,1,46,2,1,1,1434,19,1742
2591,2591,1,32,1,1,0,1800,23,2123
2592,2592,1,360,7,6,6,5270,80,5595
2593,2593,1,37,1,1,0,1180,7,1244
2594,2594,1,54,1,1,0,1500,20,2250
2595,2595,1,124,3,2,1,2750,35,4144
2596,2596,1,114,3,2,2,3780,48,4828
2597,2597,0,101,3,2,1,2800,36,3707
2598,2598,1,450,5,5,4,5740,87,6347
2599,2599,1,126,2,2,2,2300,30,3593
2600,2600,1,54,2,1,1,1869,7,2226
2601,2601,1,48,2,1,1,1650,21,2122
2602,2602,1,280,3,5,3,5700,86,6222
2603,2603,1,164,3,4,2,12500,159,16470
2604,2604,1,113,3,1,1,3000,39,4089
2605,2605,1,72,3,2,2,3500,45,4290
2606,2606,1,500,4,3,5,12000,181,12270
2607,2607,0,140,2,1,1,2600,33,4083
2608,2608,1,260,4,5,5,11000,140,17010
2609,2609,1,40,1,1,0,780,12,809
2610,2610,0,62,2,1,1,650,9,1208
2611,2611,1,42,1,2,1,2500,32,316900
2612,2612,1,565,4,5,6,14850,224,19520
2613,2613,1,500,5,5,8,9800,148,10040
2614,2614,1,178,3,5,2,2468,32,5242
2615,2615,1,30,1,1,0,1650,25,2375
2616,2616,1,250,3,3,2,9500,143,10250
2617,2617,1,35,1,1,0,1305,17,1572
2618,2618,1,120,2,3,2,11500,146,13700
2619,2619,1,190,4,4,2,3200,41,5375
2620,2620,1,420,4,6,4,14000,178,19800
2621,2621,1,40,1,1,0,1350,21,1451
2622,2622,1,57,2,1,1,1300,17,1846
2623,2623,1,38,1,1,0,1000,13,1642
2624,2624,1,174,3,4,1,5054,26,5519
2625,2625,0,92,2,3,2,4200,54,5789
2626,2626,0,80,3,1,4,5500,83,5583
2627,2627,1,50,1,2,1,2826,9,3959
2628,2628,1,100,3,2,2,2000,26,4248
2629,2629,1,70,2,1,2,1400,18,2117
2630,2630,1,210,4,2,2,8000,121,8805
2631,2631,1,35,1,1,0,1900,25,2375
2632,2632,1,50,2,3,0,1740,27,1851
2633,2633,1,109,3,2,1,4250,54,5813
2634,2634,1,80,2,3,0,3300,42,5081
2635,2635,0,69,2,1,1,800,11,1121
2636,2636,1,253,4,5,3,4100,52,6252
2637,2637,1,74,2,2,1,5850,75,7225
2638,2638,0,210,3,3,0,3050,46,3396
2639,2639,1,70,3,2,1,1290,17,1779
2640,2640,1,390,3,3,3,6700,85,10530
2641,2641,1,30,1,1,0,1965,25,2834
2642,2642,1,76,3,2,2,3500,45,4425
2643,2643,1,128,2,3,1,4339,55,5234
2644,2644,1,50,1,1,0,1200,19,1303
2645,2645,1,100,2,2,1,1979,26,3530
2646,2646,1,237,3,5,3,5500,70,8687
2647,2647,0,80,2,1,1,1000,13,1431
2648,2648,1,108,3,2,2,3000,39,4212
2649,2649,1,50,1,1,0,1209,8,1813
2650,2650,1,70,1,1,0,1475,23,1588
2651,2651,1,156,3,3,5,4000,34,4034
2652,2652,1,217,3,4,4,14500,184,17990
2653,2653,1,82,3,2,2,1500,20,2779
2654,2654,1,52,2,1,1,1200,16,1871
2655,2655,1,620,4,5,5,15000,191,28310
2656,2656,1,320,3,4,4,15000,191,20290
2657,2657,0,66,2,2,1,2270,29,2911
2658,2658,1,200,4,4,4,4500,68,5018
2659,2659,1,113,2,2,1,3000,39,4089
2660,2660,1,170,4,2,1,5200,66,8273
2661,2661,1,45,1,1,1,3200,41,3866
2662,2662,0,47,1,1,0,420,6,1112
2663,2663,1,80,2,1,1,1500,20,2237
2664,2664,1,260,3,5,4,7000,89,10780
2665,2665,1,122,3,2,3,1650,21,3420
2666,2666,1,84,3,2,2,2640,34,4314
2667,2667,1,28,1,1,0,2300,30,2779
2668,2668,1,155,2,3,2,4000,61,4438
2669,2669,1,58,2,1,1,1805,23,2568
2670,2670,1,52,2,1,1,1138,9,1487
2671,2671,0,75,2,1,2,1600,21,3006
2672,2672,0,72,3,1,1,1075,14,1608
2673,2673,1,260,3,4,4,12000,153,17150
2674,2674,1,35,1,1,0,1650,21,1671
2675,2675,1,25,1,1,1,4000,51,4051
2676,2676,1,216,4,5,3,3000,39,6423
2677,2677,1,215,4,6,3,5700,73,8832
2678,2678,1,750,4,6,2,15000,226,17270
2679,2679,1,80,2,2,2,1850,28,2101
2680,2680,0,50,1,1,1,1160,15,2110
2681,2681,0,50,2,1,1,1200,16,1855
2682,2682,1,340,2,4,3,15000,191,21010
2683,2683,1,126,4,3,4,3300,50,3517
2684,2684,1,450,4,6,2,4900,74,5460
2685,2685,1,32,1,1,0,1990,26,2416
2686,2686,1,142,3,2,1,8500,108,10750
2687,2687,1,70,2,2,1,4500,58,5557
2688,2688,1,278,4,5,2,9000,115,14430
2689,2689,0,130,3,2,1,2500,32,3632
2690,2690,1,245,4,4,2,7400,94,10650
2691,2691,1,50,2,1,0,1100,17,1197
2692,2692,1,61,1,2,1,5100,65,6281
2693,2693,1,30,1,1,0,1700,22,2102
2694,2694,1,135,3,3,1,4300,55,6205
2695,2695,1,20,1,1,0,1800,23,2555
2696,2696,1,160,3,3,2,4000,51,5670
2697,2697,0,97,1,1,0,750,10,1289
2698,2698,0,45,1,1,1,1320,17,1857
2699,2699,0,45,1,1,0,500,7,792
2700,2700,1,462,4,4,0,10000,151,12850
2701,2701,1,110,2,2,1,3000,46,3446
2702,2702,1,40,1,1,0,780,12,809
2703,2703,1,149,4,1,3,7500,96,9991
2704,2704,1,320,3,3,4,4320,65,6227
2705,2705,1,126,3,4,3,3200,41,6320
2706,2706,1,353,5,7,5,10000,127,16840
2707,2707,1,35,2,1,0,1890,24,2284
2708,2708,1,52,1,1,1,2100,27,2895
2709,2709,1,190,4,3,2,7700,98,11800
2710,2710,1,89,2,2,2,7700,98,9589
2711,2711,1,49,1,2,0,1300,17,1317
2712,2712,1,133,4,3,0,3800,49,4708
2713,2713,1,150,3,4,3,5500,70,7704
2714,2714,1,400,4,3,4,9000,136,10130
2715,2715,1,480,4,4,4,15000,191,23780
2716,2716,1,90,2,3,0,3800,49,5209
2717,2717,1,90,2,2,0,1950,30,2105
2718,2718,1,450,4,4,3,10000,127,15220
2719,2719,1,80,3,2,2,3100,40,4120
2720,2720,1,48,2,1,1,1510,20,2010
2721,2721,0,55,1,1,1,680,9,1675
2722,2722,1,109,2,2,2,7900,101,10190
2723,2723,1,100,2,3,1,2070,27,3339
2724,2724,1,185,2,3,3,7500,96,11030
2725,2725,1,45,2,1,1,1510,6,1959
2726,2726,0,308,3,4,4,8000,121,8599
2727,2727,1,210,4,4,3,5000,64,8781
2728,2728,0,82,3,2,1,1500,20,2487
2729,2729,1,380,4,4,2,5500,83,6583
2730,2730,1,90,2,2,1,2600,40,2640
2731,2731,1,220,4,4,3,4930,63,8002
2732,2732,1,45,1,2,1,3000,39,3880
2733,2733,1,120,3,2,4,4500,58,6321
2734,2734,0,70,3,2,2,2080,27,2540
2735,2735,1,64,2,2,2,2800,36,3316
2736,2736,1,57,2,1,1,1447,19,2216
2737,2737,1,45,1,1,1,2705,25,3175
2738,2738,1,160,3,4,3,2850,43,3368
2739,2739,1,55,2,2,1,1550,24,1574
2740,2740,1,50,1,1,1,900,14,973
2741,2741,1,60,2,1,1,1592,7,1965
2742,2742,1,140,5,4,1,2500,38,2538
2743,2743,1,287,4,5,3,10000,151,11110
2744,2744,1,35,1,1,1,3050,39,3519
2745,2745,1,108,3,2,2,5600,71,7146
2746,2746,1,480,4,7,8,14000,211,16400
2747,2747,1,51,2,2,1,1800,23,2205
2748,2748,1,290,2,3,4,6000,77,9744
2749,2749,1,130,3,2,1,2500,38,2959
2750,2750,0,55,1,1,1,2000,26,2235
2751,2751,1,35,1,1,0,1550,20,1570
2752,2752,1,50,3,2,0,1300,20,1420
2753,2753,0,129,3,2,2,3310,42,4998
2754,2754,1,46,1,1,0,2067,21,2716
2755,2755,1,228,3,4,3,4800,61,6511
2756,2756,1,131,3,2,1,2400,31,4715
2757,2757,0,36,1,1,0,500,7,817
2758,2758,1,122,3,2,1,5800,74,7919
2759,2759,1,100,2,2,0,1900,25,2325
2760,2760,1,100,2,2,3,3500,53,4195
2761,2761,1,240,4,5,4,13500,172,18370
2762,2762,1,36,1,1,0,2700,35,3235
2763,2763,1,85,2,1,1,1600,21,2021
2764,2764,1,223,4,4,5,5000,76,5548
2765,2765,1,195,3,2,3,2255,34,2289
2766,2766,1,170,3,2,1,6500,83,7553
2767,2767,1,180,3,3,2,4800,61,7361
2768,2768,1,22,1,1,0,900,12,1252
2769,2769,1,140,2,2,2,2999,38,3993
2770,2770,1,350,3,4,4,15000,226,16460
2771,2771,1,150,3,3,2,13500,172,13670
2772,2772,0,411,4,5,4,5500,83,6250
2773,2773,0,900,3,6,8,15000,226,19060
2774,2774,1,39,1,1,1,3500,45,4232
2775,2775,1,182,3,2,2,2600,40,3262
2776,2776,1,270,5,3,2,3150,48,3198
2777,2777,1,35,1,1,1,2896,37,3604
2778,2778,1,35,1,1,1,4200,54,4271
2779,2779,1,105,3,2,1,3600,46,4836
